City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
427,Poso,ID,-1.3959,120.7524,76.51,85,6,3.31,clear sky
428,Andenes,NO,69.3143,16.1194,59.94,94,75,3.44,broken clouds
429,Urucara,BR,-2.5364,-57.76,81.25,85,77,4.38,broken clouds
430,Opuwo,NA,-18.0607,13.84,63.66,28,0,6.98,clear sky
431,Lovozero,RU,68.005,35.0117,59.5,77,5,6.85,clear sky
432,Asyut,EG,27.181,31.1837,89.98,20,3,9.73,clear sky
433,Lasa,IT,46.6166,10.7002,70.07,83,62,3.78,broken clouds
434,Mezen,RU,65.8522,44.24,66.38,71,3,8.37,clear sky
435,Caborca,MX,30.5838,-111.101,88.07,49,0,4.14,clear sky
436,Werda,BW,-25.2667,23.2833,60.22,39,14,7.02,few clouds
437,Marinette,US,45.1,-87.6307,78.89,50,100,9.22,overcast clouds
438,Teguise,ES,29.0605,-13.564,75.42,69,0,19.57,clear sky
439,Ust-Maya,RU,60.4167,134.5333,63.68,86,31,3.15,scattered clouds
440,Tromso,NO,69.6496,18.957,62.38,72,40,1.14,scattered clouds
441,Te Anau,NZ,-45.4167,167.7167,37.26,95,93,3.65,overcast clouds
442,Sainte-Marie,RE,-20.8968,55.5496,69.96,66,75,14.97,broken clouds
443,Baringo,KE,0.4667,35.9667,74.08,55,100,7.38,overcast clouds
444,Mogadishu,SO,2.0371,45.3438,75.47,81,100,17.63,overcast clouds
445,Tilichiki,RU,60.4667,166.1,50.88,55,6,6.31,clear sky
446,Cotonou,BJ,6.3654,2.4183,76.41,70,96,12.44,overcast clouds
447,Nieuw Amsterdam,SR,5.8833,-55.0833,87.82,66,20,5.75,few clouds
448,Paita,PE,-5.0892,-81.1144,69.71,68,46,15.12,scattered clouds
449,Mitsamiouli,KM,-11.3847,43.2844,76.24,67,0,11.7,clear sky
450,Zaraza,VE,9.3503,-65.3245,84.29,70,99,3.8,overcast clouds
451,Sinazongwe,ZM,-17.2614,27.4618,68.88,63,43,1.41,scattered clouds
452,Port Moresby,PG,-9.4431,147.1797,75.34,88,95,1.95,overcast clouds
453,Tekeli,KZ,44.83,78.8239,61.68,31,0,10.09,clear sky
454,Nanortalik,GL,60.1432,-45.2371,52.63,79,19,13.96,few clouds
455,Hofn,IS,64.2539,-15.2082,55.42,82,75,8.05,broken clouds
456,Severo-Kurilsk,RU,50.6789,156.125,51.48,98,100,12.82,light rain
457,Kuteynykove,UA,47.8123,38.2882,70.66,44,87,4.47,overcast clouds
458,Kogon,UZ,39.7228,64.5517,80.64,32,0,9.22,clear sky
459,Asau,RO,46.4333,26.4,70.72,59,7,5.82,clear sky
460,Flinders,AU,-34.5833,150.8552,51.19,93,100,5.01,light rain
461,Mabaruma,GY,8.2,-59.7833,79.95,94,100,2.1,overcast clouds
462,Leningradskiy,RU,69.3833,178.4167,32.92,97,100,17.87,light snow
463,Berlevag,NO,70.8578,29.0864,55.4,94,100,2.3,overcast clouds
464,Koulikoro,ML,14.0,-7.75,75.69,86,100,3.24,light rain
465,Marzuq,YE,14.4,46.4667,79.57,54,100,6.02,overcast clouds
466,Sibu,MY,2.3,111.8167,77.31,88,20,0.0,few clouds
467,Tierralta,CO,8.1736,-76.0592,86.05,74,100,3.6,overcast clouds
468,Tubuala,PA,9.5167,-79.0333,82.53,79,100,6.87,overcast clouds
469,Kontagora,NG,10.3999,5.4695,75.87,77,93,2.73,overcast clouds
470,Domoni,KM,-12.2569,44.5319,74.05,75,0,4.5,clear sky
471,Lucea,JM,18.451,-78.1736,85.86,73,69,8.68,broken clouds
472,Nizhniy Kuranakh,RU,58.8353,125.4869,58.39,94,0,3.06,clear sky
473,Oistins,BB,13.0667,-59.5333,87.89,74,75,14.97,broken clouds
474,Khartoum,SD,15.5518,32.5324,97.11,27,34,7.78,scattered clouds
475,Lima,PE,-12.0432,-77.0282,59.25,77,100,6.91,overcast clouds
476,Whitehorse,CA,60.7161,-135.0538,54.37,68,100,10.36,overcast clouds
477,Kutum,SD,14.2,24.6667,77.92,55,99,8.05,light rain
478,Keti Bandar,PK,24.1447,67.4497,83.34,85,100,18.68,overcast clouds
479,Itoman,JP,26.1247,127.6694,84.22,89,100,10.36,overcast clouds
480,Viking,CA,53.1001,-111.7684,69.93,55,0,16.69,clear sky
481,Tautira,PF,-17.7333,-149.15,75.67,75,0,10.49,light rain
482,Toro,CO,4.6117,-76.0814,81.79,63,92,1.97,overcast clouds
483,Mastic Beach,US,40.7668,-72.8521,94.48,59,0,13.8,clear sky
484,Tahe,CN,52.3333,124.7333,61.7,91,80,2.68,broken clouds
485,Grindavik,IS,63.8424,-22.4338,53.55,82,75,18.41,broken clouds
486,Dewas,IN,22.9667,76.0667,75.34,91,100,11.41,light rain
487,Puerto El Triunfo,SV,13.2833,-88.55,87.91,61,87,8.63,overcast clouds
488,Strezhevoy,RU,60.7333,77.5889,57.79,70,63,3.49,broken clouds
489,Jimo,CN,36.3897,120.4622,69.58,100,30,2.24,scattered clouds
490,Ambilobe,MG,-13.2,49.05,70.05,65,8,10.2,clear sky
491,Bandarban,BD,22.1965,92.2262,76.14,98,100,2.57,overcast clouds
492,Pontianak,ID,-0.0333,109.3333,78.78,100,100,2.3,overcast clouds
493,Jamtara,IN,23.95,86.8,84.85,72,100,6.04,overcast clouds
494,Morant Bay,JM,17.8815,-76.4093,91.71,67,7,14.29,clear sky
495,Elko,US,41.0002,-115.5012,91.74,26,70,5.99,broken clouds
496,Antrim,GB,54.6667,-6.25,60.37,72,100,12.66,overcast clouds
497,Guerrero Negro,MX,27.9769,-114.0611,82.36,47,27,12.12,scattered clouds
498,Nadym,RU,65.5333,72.5167,49.98,60,11,11.05,few clouds
499,Margate,GB,51.3813,1.3862,75.87,67,20,4.0,few clouds
500,Sinnamary,GF,5.3833,-52.95,81.72,74,7,8.77,clear sky
501,Dubna,RU,56.7333,37.1667,54.68,97,100,6.17,light rain
502,Mirabad,AF,30.4362,61.8383,96.37,12,6,15.93,clear sky
503,Tucurui,BR,-3.7661,-49.6725,89.13,47,38,4.74,scattered clouds
504,Panguipulli,CL,-39.6333,-72.3333,49.28,99,100,6.24,overcast clouds
505,Gueret,FR,46.1667,1.8667,69.76,52,0,4.88,clear sky
506,Rumoi,JP,43.9344,141.6428,60.04,88,2,4.79,clear sky
507,Huangmei,CN,30.1924,116.025,78.67,92,99,3.87,overcast clouds
508,Kieta,PG,-6.2167,155.6333,77.81,84,100,3.31,overcast clouds
509,Lorengau,PG,-2.0226,147.2712,79.34,80,95,3.71,overcast clouds
510,Mecca,SA,21.4267,39.8261,90.32,41,82,1.74,broken clouds
511,Ishnya,RU,57.1907,39.36,54.45,97,100,6.17,overcast clouds
512,Roma,US,43.2128,-75.4557,94.37,47,40,8.05,scattered clouds
513,Ukiah,US,39.1502,-123.2078,101.44,23,0,1.01,clear sky
514,Pangnirtung,CA,66.1451,-65.7125,48.2,87,100,11.5,light rain
515,Saint-Pierre,RE,-21.3393,55.4781,69.48,55,0,10.36,clear sky
516,Kiama,AU,-34.6833,150.8667,59.0,95,100,1.99,overcast clouds
517,Semporna,MY,4.4818,118.6112,79.12,85,26,1.95,scattered clouds
518,Iqaluit,CA,63.7506,-68.5145,47.93,87,75,4.61,broken clouds
519,Storm Lake,US,42.6411,-95.2097,85.35,54,0,11.5,clear sky
520,Nisia Floresta,BR,-6.0911,-35.2086,84.58,79,100,10.76,overcast clouds
521,Tual,ID,-5.6667,132.75,78.75,77,100,17.54,overcast clouds
522,Jeremie,HT,18.65,-74.1167,86.2,62,45,4.79,scattered clouds
523,Challans,FR,46.8436,-1.8749,70.0,80,7,13.06,clear sky
524,Don Sak,TH,9.3168,99.6918,78.13,85,100,11.54,overcast clouds
525,Almaznyy,RU,48.0448,40.045,67.57,48,36,4.9,scattered clouds
526,Buriti Dos Lopes,BR,-3.175,-41.8669,87.55,47,72,4.38,broken clouds
527,Necochea,AR,-38.5473,-58.7368,62.33,52,3,19.42,clear sky
528,Houma,US,29.5958,-90.7195,95.02,67,75,8.05,broken clouds
529,La Sarre,CA,48.8002,-79.1996,76.26,82,100,15.55,light rain
530,Gornopravdinsk,RU,60.05,69.9,61.97,77,99,4.16,overcast clouds
531,Mach,PK,29.8637,67.3298,87.22,63,23,2.84,few clouds
532,Galesong,ID,-5.3166,119.3661,73.42,85,12,4.74,few clouds
533,Port Hardy,CA,50.6996,-127.4199,59.18,82,40,5.75,scattered clouds
534,Ulaanbaatar,MN,47.9077,106.8832,57.33,77,40,4.47,scattered clouds
535,Fairbanks,US,64.8378,-147.7164,60.76,73,75,5.75,broken clouds
536,Nuuk,GL,64.1835,-51.7216,48.81,93,100,23.02,overcast clouds
537,Greytown,ZA,-29.0642,30.5928,54.37,83,99,2.08,overcast clouds
538,Acari,PE,-15.4311,-74.6158,74.25,51,62,8.55,broken clouds
539,Presidencia Roque Saenz Pena,AR,-26.7852,-60.4388,86.85,40,39,12.12,scattered clouds
540,Itarema,BR,-2.9248,-39.9167,82.36,62,88,15.61,overcast clouds
541,Mayor Pablo Lagerenza,PY,-19.9309,-60.7718,94.82,17,1,12.73,clear sky
542,Jutai,BR,-5.1833,-68.9,87.85,48,100,2.21,overcast clouds
543,Port Hedland,AU,-20.3167,118.5667,57.25,72,0,8.05,clear sky
544,Grand Baie,MU,-20.0182,57.5802,72.07,59,90,8.01,overcast clouds
545,Oskemen,KZ,49.9565,82.6119,67.96,56,75,4.47,broken clouds
546,Urusha,RU,54.05,122.9,61.52,98,100,4.45,overcast clouds
547,Wawa,NG,9.9022,4.4192,80.1,66,100,3.11,light rain
548,Zaragoza,ES,41.6561,-0.8773,90.01,33,0,14.97,clear sky
549,Otofuke,JP,42.9917,143.2003,57.65,94,41,2.89,scattered clouds
550,Chamonix-Mont-Blanc,FR,45.9238,6.8693,73.08,84,97,3.47,overcast clouds
551,Mackay,AU,-21.15,149.2,65.68,92,100,15.46,light rain
552,Linqing,CN,36.8456,115.7117,67.14,97,1,4.68,clear sky
553,Turukhansk,RU,65.8167,87.9833,51.17,94,100,8.19,overcast clouds
554,Buchanan,LR,5.8808,-10.0467,74.1,84,100,11.41,overcast clouds
555,Port Blair,IN,11.6667,92.75,78.84,94,100,3.44,mist
556,Tomatlan,MX,19.9333,-105.25,96.46,45,100,3.76,overcast clouds
557,Koungou,YT,-12.7336,45.2042,71.31,73,0,2.3,clear sky
558,Marsa Matruh,EG,31.3525,27.2453,77.83,64,0,11.59,clear sky
559,Nyurba,RU,63.2842,118.3319,55.89,97,100,4.18,light rain
560,Dover,US,39.1582,-75.5244,94.17,55,0,1.01,clear sky
561,Kalakamati,BW,-20.5929,27.3121,55.56,64,8,7.31,clear sky
562,Areosa,PT,41.7178,-8.8571,71.62,73,0,9.91,clear sky
563,Kralendijk,BQ,12.15,-68.2667,85.98,70,75,19.57,broken clouds
564,Skegness,GB,53.1436,0.3363,71.02,86,85,13.22,overcast clouds
565,Iquitos,PE,-3.7481,-73.2472,86.04,66,75,3.44,broken clouds
566,Tiarei,PF,-17.5333,-149.3333,78.82,72,2,9.55,light rain
567,Iralaya,HN,15.0,-83.2333,84.07,72,100,9.37,overcast clouds
568,Kizilskoye,RU,52.7255,58.8937,57.43,78,0,6.76,clear sky
569,Vila,PT,42.0304,-8.1588,76.69,46,0,3.15,clear sky
570,Manokwari,ID,-0.8667,134.0833,78.91,78,100,5.86,overcast clouds
571,Ndele,CF,8.4109,20.6473,70.99,94,72,1.74,broken clouds
572,Athboy,IE,53.6186,-6.9206,62.89,65,100,7.81,overcast clouds
573,Pacific Grove,US,36.6177,-121.9166,77.2,86,40,11.5,scattered clouds
574,Miles City,US,46.4083,-105.8406,92.37,18,0,19.57,clear sky
575,Fare,PF,-16.7,-151.0167,77.45,67,0,8.95,clear sky
576,Shenjiamen,CN,29.9576,122.298,77.99,95,90,7.4,overcast clouds
577,Novo Aripuana,BR,-5.1206,-60.3797,95.41,29,8,2.42,clear sky
578,Nishihara,JP,26.1842,127.7558,83.48,89,100,10.36,overcast clouds
579,Sitka,US,57.0531,-135.33,53.49,82,100,11.5,moderate rain
580,Mananara,MG,-16.1667,49.7667,67.23,89,54,10.45,light rain
581,Sisophon,KH,13.5859,102.9737,75.56,96,100,3.62,light rain
582,Lagoa,PT,39.05,-27.9833,72.3,76,6,5.3,clear sky
583,Kumluca,TR,36.3703,30.2869,83.34,51,0,5.95,clear sky
584,Kalmunai,LK,7.4167,81.8167,80.71,81,96,3.89,overcast clouds
585,Karpogory,RU,64.0019,44.4451,63.09,78,52,4.9,broken clouds
586,Santa Maria A Monte,IT,43.6999,10.689,90.68,52,0,4.0,clear sky
587,Yakovlevka,RU,44.425,133.4772,63.41,98,26,2.1,scattered clouds
588,Sabang,ID,5.8933,95.3214,82.83,75,100,22.59,overcast clouds
589,Hobyo,SO,5.3505,48.5268,75.72,81,15,26.15,few clouds
590,Gurlan,UZ,41.8447,60.3919,89.51,18,0,13.65,clear sky
591,Riviere-Au-Renard,CA,48.9957,-64.3971,77.29,62,100,23.53,overcast clouds
592,Chapada Dos Guimaraes,BR,-15.4606,-55.7497,85.66,18,78,3.42,broken clouds
593,Sakakah,SA,29.9697,40.2064,101.77,11,0,13.0,clear sky
594,Alindao,CF,5.0267,21.2088,71.04,95,99,0.45,light rain
595,Rio Grande,BR,-32.035,-52.0986,71.71,85,0,11.34,clear sky
596,Athabasca,CA,54.7169,-113.2854,72.01,40,8,13.58,clear sky
597,Sorong,ID,-0.8833,131.25,77.61,88,100,6.15,moderate rain
598,Iskenderun,TR,36.5872,36.1735,83.23,60,0,5.88,clear sky
599,Wattegama,LK,6.7989,81.4808,75.25,92,93,4.5,overcast clouds
600,Tura,IN,25.5198,90.2201,74.97,97,100,5.77,light rain
601,Prince Rupert,CA,54.3161,-130.3201,57.29,79,100,6.91,overcast clouds
602,Bayji,IQ,34.9311,43.487,100.26,12,0,14.25,clear sky
603,Blackwater,AU,-23.5833,148.8833,58.71,84,100,11.36,overcast clouds
604,Goderich,CA,43.7501,-81.7165,88.12,51,100,19.57,overcast clouds
605,Kuchinarai,TH,16.541,104.05,76.41,93,100,7.94,overcast clouds
606,Mocuba,MZ,-16.8392,36.9856,66.88,82,23,3.69,few clouds
607,Celestun,MX,20.8667,-90.4,89.02,58,6,16.02,clear sky
608,Lisburn,GB,54.5234,-6.0353,60.24,69,100,12.66,overcast clouds
609,Laramie,US,41.3114,-105.5911,86.09,18,0,19.57,clear sky
610,Gobabis,NA,-22.45,18.9667,54.86,34,0,10.6,clear sky
611,Wanning,CN,18.8003,110.3967,80.51,89,23,12.8,few clouds
612,Purna,IN,19.1833,77.05,78.6,81,100,9.89,light rain
613,Kimbe,PG,-5.5502,150.1429,75.78,91,100,2.93,light rain
614,Husavik,IS,66.0449,-17.3389,46.18,87,100,7.56,light rain
615,Alenquer,BR,-1.9417,-54.7383,86.86,60,99,0.96,overcast clouds
616,Gat,IL,31.61,34.7642,81.81,100,0,6.35,clear sky
617,Gbadolite,CD,4.2833,21.0167,71.08,94,47,1.66,light rain
618,Antofagasta,CL,-23.65,-70.4,60.08,71,100,6.76,overcast clouds
619,Alamos,MX,27.0167,-108.9333,93.38,46,22,5.99,few clouds
620,Constitucion,CL,-35.3333,-72.4167,58.73,71,5,7.2,clear sky
621,San Quintin,MX,30.4833,-115.95,76.73,59,89,11.14,overcast clouds
622,Makakilo City,US,21.3469,-158.0858,79.12,62,40,16.11,scattered clouds
623,Oranjestad,AW,12.524,-70.027,85.95,70,75,20.71,broken clouds
624,Khorixas,NA,-20.3667,14.9667,66.54,25,0,6.8,clear sky
625,Vredendal,ZA,-31.6683,18.5012,50.09,79,0,10.02,clear sky
626,Alexandria,EG,31.2156,29.9553,78.69,67,0,13.58,clear sky
627,Horki,BY,54.2861,30.9842,62.11,54,100,14.16,overcast clouds
628,Kindu,CD,-2.95,25.95,81.7,45,100,1.86,overcast clouds
629,Yeppoon,AU,-23.1333,150.7333,60.58,91,100,17.52,overcast clouds
630,Marsh Harbour,BS,26.5412,-77.0636,83.68,70,1,11.65,clear sky
631,Borovskoy,KZ,53.8,64.15,60.69,87,0,8.08,clear sky
632,Port Augusta,AU,-32.5,137.7667,41.7,85,0,5.1,clear sky
633,Khandyga,RU,62.6667,135.6,64.9,83,0,1.77,clear sky
634,Wana,PK,32.2989,69.5725,83.89,54,0,4.88,clear sky
635,Tucuman,AR,-26.8241,-65.2226,73.4,33,64,4.61,broken clouds
636,Shabo,UA,46.1326,30.386,75.36,63,53,7.29,broken clouds
637,Mazyr,BY,52.0495,29.2456,58.55,71,2,7.87,clear sky
638,Kabare,CD,-2.4683,28.8242,62.85,66,18,1.28,few clouds
639,Sujiatun,CN,41.6592,123.3392,71.78,94,0,0.0,clear sky
640,Birjand,IR,32.8663,59.2211,81.07,14,0,11.5,clear sky
641,Horta,PT,38.5333,-28.6333,74.84,78,20,10.36,few clouds
642,Taoudenni,ML,22.6783,-3.9836,99.3,24,86,25.19,overcast clouds
643,Green River,US,41.5286,-109.4662,88.2,20,0,7.0,clear sky
644,Kalat,PK,29.0225,66.5916,75.22,64,23,9.06,few clouds
645,Gbarnga,LR,6.9956,-9.4722,70.48,95,100,2.42,light rain
646,Carutapera,BR,-1.195,-46.02,82.38,72,85,7.56,overcast clouds
647,Aitape,PG,-3.1374,142.3475,75.76,91,100,5.44,overcast clouds
648,Nusaybin,TR,37.0778,41.2178,91.89,12,0,9.71,clear sky
649,Mana,GF,5.6592,-53.7767,82.81,70,9,9.42,clear sky
650,Porto Velho,BR,-8.7619,-63.9039,95.05,26,40,5.75,scattered clouds
651,Whitianga,NZ,-36.8333,175.7,50.95,78,3,11.74,clear sky
652,Ilo,PE,-17.6394,-71.3375,61.66,77,100,6.91,overcast clouds
653,Pedasi,PA,7.5333,-80.0333,83.07,85,100,14.27,overcast clouds
654,Hay River,CA,60.8156,-115.7999,60.78,82,100,13.8,overcast clouds
655,Krasnoselkup,RU,65.7,82.4667,51.87,80,100,3.98,overcast clouds
656,Oriximina,BR,-1.7656,-55.8661,84.94,62,90,3.49,overcast clouds
657,Majene,ID,-3.5403,118.9707,77.38,90,14,5.46,few clouds
658,Manoel Urbano,BR,-8.8389,-69.2597,93.92,27,5,2.82,clear sky
659,Cassilandia,BR,-19.1133,-51.7342,88.7,15,100,10.09,overcast clouds
660,Tandil,AR,-37.3217,-59.1332,64.69,46,15,15.12,few clouds
661,Mehamn,NO,71.0357,27.8492,55.35,94,20,0.0,few clouds
662,Koutiala,ML,12.3917,-5.4642,75.74,84,99,10.65,light rain
663,Fukue,JP,32.6881,128.8419,80.96,92,100,16.64,overcast clouds
664,Rawson,AR,-43.3002,-65.1023,54.3,53,100,26.22,overcast clouds
665,Camargo,MX,27.6667,-105.1667,98.98,13,0,8.97,clear sky
666,Cabedelo,BR,-6.9811,-34.8339,77.67,81,36,12.71,scattered clouds
667,Villa Maria,AR,-32.4075,-63.2402,72.82,42,0,14.76,clear sky
668,Anzhero-Sudzhensk,RU,56.081,86.0285,53.74,98,100,5.77,overcast clouds
669,Kavaratti,IN,10.5669,72.642,80.87,81,100,19.62,overcast clouds
670,Eureka,US,40.8021,-124.1637,69.21,75,68,5.99,broken clouds
671,Zapatoca,CO,6.8153,-73.2677,72.36,59,21,6.73,few clouds
672,Kristiinankaupunki,FI,62.2743,21.376,62.35,69,100,5.55,overcast clouds
673,Los Llanos De Aridane,ES,28.6585,-17.9182,69.55,83,20,16.11,few clouds
674,Kharitonovo,RU,61.4009,47.4978,52.99,96,34,0.78,scattered clouds
675,Egvekinot,RU,66.3167,-179.1667,35.4,66,32,10.29,scattered clouds
676,Seminole,US,28.7086,-81.2081,97.27,60,75,11.5,broken clouds
677,Maraba,BR,-5.3686,-49.1178,95.18,34,20,3.44,few clouds
678,Vigrestad,NO,58.5667,5.7,64.81,82,100,14.29,light rain
679,Umm Kaddadah,SD,13.6017,26.6876,88.3,40,38,8.46,scattered clouds
680,Sencha,UA,50.2548,33.346,56.39,88,6,8.75,clear sky
